,geometry
14622,"POLYGON ((216.625 55.875, 216.625 56.125, 216.375 56.125, 216.375 55.875, 216.625 55.875))"
14623,"POLYGON ((216.875 55.875, 216.875 56.125, 216.625 56.125, 216.625 55.875, 216.875 55.875))"
14624,"POLYGON ((217.125 55.875, 217.125 56.125, 216.875 56.125, 216.875 55.875, 217.125 55.875))"
14625,"POLYGON ((217.375 55.875, 217.375 56.125, 217.125 56.125, 217.125 55.875, 217.375 55.875))"
14626,"POLYGON ((217.625 55.875, 217.625 56.125, 217.375 56.125, 217.375 55.875, 217.625 55.875))"
14627,"POLYGON ((217.875 55.875, 217.875 56.125, 217.625 56.125, 217.625 55.875, 217.875 55.875))"
14628,"POLYGON ((218.125 55.875, 218.125 56.125, 217.875 56.125, 217.875 55.875, 218.125 55.875))"
14629,"POLYGON ((218.375 55.875, 218.375 56.125, 218.125 56.125, 218.125 55.875, 218.375 55.875))"
14630,"POLYGON ((218.625 55.875, 218.625 56.125, 218.375 56.125, 218.375 55.875, 218.625 55.875))"
14631,"POLYGON ((218.875 55.875, 218.875 56.125, 218.625 56.125, 218.625 55.875, 218.875 55.875))"
14632,"POLYGON ((219.125 55.875, 219.125 56.125, 218.875 56.125, 218.875 55.875, 219.125 55.875))"
14633,"POLYGON ((219.375 55.875, 219.375 56.125, 219.125 56.125, 219.125 55.875, 219.375 55.875))"
14634,"POLYGON ((219.625 55.875, 219.625 56.125, 219.375 56.125, 219.375 55.875, 219.625 55.875))"
14635,"POLYGON ((219.875 55.875, 219.875 56.125, 219.625 56.125, 219.625 55.875, 219.875 55.875))"
14636,"POLYGON ((220.125 55.875, 220.125 56.125, 219.875 56.125, 219.875 55.875, 220.125 55.875))"
14637,"POLYGON ((220.375 55.875, 220.375 56.125, 220.125 56.125, 220.125 55.875, 220.375 55.875))"
14638,"POLYGON ((220.625 55.875, 220.625 56.125, 220.375 56.125, 220.375 55.875, 220.625 55.875))"
14639,"POLYGON ((220.875 55.875, 220.875 56.125, 220.625 56.125, 220.625 55.875, 220.875 55.875))"
14640,"POLYGON ((221.125 55.875, 221.125 56.125, 220.875 56.125, 220.875 55.875, 221.125 55.875))"
14641,"POLYGON ((221.375 55.875, 221.375 56.125, 221.125 56.125, 221.125 55.875, 221.375 55.875))"
14642,"POLYGON ((221.625 55.875, 221.625 56.125, 221.375 56.125, 221.375 55.875, 221.625 55.875))"
14643,"POLYGON ((221.875 55.875, 221.875 56.125, 221.625 56.125, 221.625 55.875, 221.875 55.875))"
14644,"POLYGON ((222.125 55.875, 222.125 56.125, 221.875 56.125, 221.875 55.875, 222.125 55.875))"
14645,"POLYGON ((222.375 55.875, 222.375 56.125, 222.125 56.125, 222.125 55.875, 222.375 55.875))"
14646,"POLYGON ((222.625 55.875, 222.625 56.125, 222.375 56.125, 222.375 55.875, 222.625 55.875))"
14647,"POLYGON ((222.875 55.875, 222.875 56.125, 222.625 56.125, 222.625 55.875, 222.875 55.875))"
14648,"POLYGON ((223.125 55.875, 223.125 56.125, 222.875 56.125, 222.875 55.875, 223.125 55.875))"
14649,"POLYGON ((223.375 55.875, 223.375 56.125, 223.125 56.125, 223.125 55.875, 223.375 55.875))"
14650,"POLYGON ((223.625 55.875, 223.625 56.125, 223.375 56.125, 223.375 55.875, 223.625 55.875))"
14651,"POLYGON ((223.875 55.875, 223.875 56.125, 223.625 56.125, 223.625 55.875, 223.875 55.875))"
14652,"POLYGON ((224.125 55.875, 224.125 56.125, 223.875 56.125, 223.875 55.875, 224.125 55.875))"
14653,"POLYGON ((224.375 55.875, 224.375 56.125, 224.125 56.125, 224.125 55.875, 224.375 55.875))"
14654,"POLYGON ((224.625 55.875, 224.625 56.125, 224.375 56.125, 224.375 55.875, 224.625 55.875))"
14655,"POLYGON ((224.875 55.875, 224.875 56.125, 224.625 56.125, 224.625 55.875, 224.875 55.875))"
14656,"POLYGON ((225.125 55.875, 225.125 56.125, 224.875 56.125, 224.875 55.875, 225.125 55.875))"
14657,"POLYGON ((225.375 55.875, 225.375 56.125, 225.125 56.125, 225.125 55.875, 225.375 55.875))"
14658,"POLYGON ((225.625 55.875, 225.625 56.125, 225.375 56.125, 225.375 55.875, 225.625 55.875))"
14659,"POLYGON ((225.875 55.875, 225.875 56.125, 225.625 56.125, 225.625 55.875, 225.875 55.875))"
14660,"POLYGON ((226.125 55.875, 226.125 56.125, 225.875 56.125, 225.875 55.875, 226.125 55.875))"
14661,"POLYGON ((226.375 55.875, 226.375 56.125, 226.125 56.125, 226.125 55.875, 226.375 55.875))"
14662,"POLYGON ((226.625 55.875, 226.625 56.125, 226.375 56.125, 226.375 55.875, 226.625 55.875))"
14663,"POLYGON ((226.875 55.875, 226.875 56.125, 226.625 56.125, 226.625 55.875, 226.875 55.875))"
14664,"POLYGON ((227.125 55.875, 227.125 56.125, 226.875 56.125, 226.875 55.875, 227.125 55.875))"
14665,"POLYGON ((227.375 55.875, 227.375 56.125, 227.125 56.125, 227.125 55.875, 227.375 55.875))"
14666,"POLYGON ((227.625 55.875, 227.625 56.125, 227.375 56.125, 227.375 55.875, 227.625 55.875))"
14667,"POLYGON ((227.875 55.875, 227.875 56.125, 227.625 56.125, 227.625 55.875, 227.875 55.875))"
14668,"POLYGON ((228.125 55.875, 228.125 56.125, 227.875 56.125, 227.875 55.875, 228.125 55.875))"
14669,"POLYGON ((228.375 55.875, 228.375 56.125, 228.125 56.125, 228.125 55.875, 228.375 55.875))"
14670,"POLYGON ((228.625 55.875, 228.625 56.125, 228.375 56.125, 228.375 55.875, 228.625 55.875))"
14671,"POLYGON ((228.875 55.875, 228.875 56.125, 228.625 56.125, 228.625 55.875, 228.875 55.875))"
14672,"POLYGON ((229.125 55.875, 229.125 56.125, 228.875 56.125, 228.875 55.875, 229.125 55.875))"
14673,"POLYGON ((229.375 55.875, 229.375 56.125, 229.125 56.125, 229.125 55.875, 229.375 55.875))"
14674,"POLYGON ((229.625 55.875, 229.625 56.125, 229.375 56.125, 229.375 55.875, 229.625 55.875))"
14675,"POLYGON ((229.875 55.875, 229.875 56.125, 229.625 56.125, 229.625 55.875, 229.875 55.875))"
14676,"POLYGON ((230.125 55.875, 230.125 56.125, 229.875 56.125, 229.875 55.875, 230.125 55.875))"
14677,"POLYGON ((230.375 55.875, 230.375 56.125, 230.125 56.125, 230.125 55.875, 230.375 55.875))"
14678,"POLYGON ((230.625 55.875, 230.625 56.125, 230.375 56.125, 230.375 55.875, 230.625 55.875))"
14679,"POLYGON ((230.875 55.875, 230.875 56.125, 230.625 56.125, 230.625 55.875, 230.875 55.875))"
14680,"POLYGON ((231.125 55.875, 231.125 56.125, 230.875 56.125, 230.875 55.875, 231.125 55.875))"
14681,"POLYGON ((231.375 55.875, 231.375 56.125, 231.125 56.125, 231.125 55.875, 231.375 55.875))"
14682,"POLYGON ((231.625 55.875, 231.625 56.125, 231.375 56.125, 231.375 55.875, 231.625 55.875))"
14683,"POLYGON ((231.875 55.875, 231.875 56.125, 231.625 56.125, 231.625 55.875, 231.875 55.875))"
14684,"POLYGON ((232.125 55.875, 232.125 56.125, 231.875 56.125, 231.875 55.875, 232.125 55.875))"
14685,"POLYGON ((232.375 55.875, 232.375 56.125, 232.125 56.125, 232.125 55.875, 232.375 55.875))"
14686,"POLYGON ((232.625 55.875, 232.625 56.125, 232.375 56.125, 232.375 55.875, 232.625 55.875))"
14687,"POLYGON ((232.875 55.875, 232.875 56.125, 232.625 56.125, 232.625 55.875, 232.875 55.875))"
14688,"POLYGON ((233.125 55.875, 233.125 56.125, 232.875 56.125, 232.875 55.875, 233.125 55.875))"
14689,"POLYGON ((233.375 55.875, 233.375 56.125, 233.125 56.125, 233.125 55.875, 233.375 55.875))"
14690,"POLYGON ((233.625 55.875, 233.625 56.125, 233.375 56.125, 233.375 55.875, 233.625 55.875))"
14691,"POLYGON ((233.875 55.875, 233.875 56.125, 233.625 56.125, 233.625 55.875, 233.875 55.875))"
14692,"POLYGON ((234.125 55.875, 234.125 56.125, 233.875 56.125, 233.875 55.875, 234.125 55.875))"
14693,"POLYGON ((234.375 55.875, 234.375 56.125, 234.125 56.125, 234.125 55.875, 234.375 55.875))"
14694,"POLYGON ((234.625 55.875, 234.625 56.125, 234.375 56.125, 234.375 55.875, 234.625 55.875))"
14695,"POLYGON ((234.875 55.875, 234.875 56.125, 234.625 56.125, 234.625 55.875, 234.875 55.875))"
14696,"POLYGON ((235.125 55.875, 235.125 56.125, 234.875 56.125, 234.875 55.875, 235.125 55.875))"
14697,"POLYGON ((235.375 55.875, 235.375 56.125, 235.125 56.125, 235.125 55.875, 235.375 55.875))"
14698,"POLYGON ((235.625 55.875, 235.625 56.125, 235.375 56.125, 235.375 55.875, 235.625 55.875))"
14699,"POLYGON ((235.875 55.875, 235.875 56.125, 235.625 56.125, 235.625 55.875, 235.875 55.875))"
14700,"POLYGON ((236.125 55.875, 236.125 56.125, 235.875 56.125, 235.875 55.875, 236.125 55.875))"
14701,"POLYGON ((236.375 55.875, 236.375 56.125, 236.125 56.125, 236.125 55.875, 236.375 55.875))"
14702,"POLYGON ((236.625 55.875, 236.625 56.125, 236.375 56.125, 236.375 55.875, 236.625 55.875))"
14703,"POLYGON ((236.875 55.875, 236.875 56.125, 236.625 56.125, 236.625 55.875, 236.875 55.875))"
14704,"POLYGON ((237.125 55.875, 237.125 56.125, 236.875 56.125, 236.875 55.875, 237.125 55.875))"
14705,"POLYGON ((237.375 55.875, 237.375 56.125, 237.125 56.125, 237.125 55.875, 237.375 55.875))"
14706,"POLYGON ((237.625 55.875, 237.625 56.125, 237.375 56.125, 237.375 55.875, 237.625 55.875))"
14707,"POLYGON ((237.875 55.875, 237.875 56.125, 237.625 56.125, 237.625 55.875, 237.875 55.875))"
14708,"POLYGON ((238.125 55.875, 238.125 56.125, 237.875 56.125, 237.875 55.875, 238.125 55.875))"
14709,"POLYGON ((238.375 55.875, 238.375 56.125, 238.125 56.125, 238.125 55.875, 238.375 55.875))"
14710,"POLYGON ((238.625 55.875, 238.625 56.125, 238.375 56.125, 238.375 55.875, 238.625 55.875))"
14711,"POLYGON ((238.875 55.875, 238.875 56.125, 238.625 56.125, 238.625 55.875, 238.875 55.875))"
14712,"POLYGON ((239.125 55.875, 239.125 56.125, 238.875 56.125, 238.875 55.875, 239.125 55.875))"
14713,"POLYGON ((239.375 55.875, 239.375 56.125, 239.125 56.125, 239.125 55.875, 239.375 55.875))"
14714,"POLYGON ((239.625 55.875, 239.625 56.125, 239.375 56.125, 239.375 55.875, 239.625 55.875))"
14715,"POLYGON ((239.875 55.875, 239.875 56.125, 239.625 56.125, 239.625 55.875, 239.875 55.875))"
14716,"POLYGON ((240.125 55.875, 240.125 56.125, 239.875 56.125, 239.875 55.875, 240.125 55.875))"
14717,"POLYGON ((240.375 55.875, 240.375 56.125, 240.125 56.125, 240.125 55.875, 240.375 55.875))"
14718,"POLYGON ((240.625 55.875, 240.625 56.125, 240.375 56.125, 240.375 55.875, 240.625 55.875))"
14719,"POLYGON ((240.875 55.875, 240.875 56.125, 240.625 56.125, 240.625 55.875, 240.875 55.875))"
14720,"POLYGON ((241.125 55.875, 241.125 56.125, 240.875 56.125, 240.875 55.875, 241.125 55.875))"
14721,"POLYGON ((241.375 55.875, 241.375 56.125, 241.125 56.125, 241.125 55.875, 241.375 55.875))"
14722,"POLYGON ((241.625 55.875, 241.625 56.125, 241.375 56.125, 241.375 55.875, 241.625 55.875))"
14723,"POLYGON ((241.875 55.875, 241.875 56.125, 241.625 56.125, 241.625 55.875, 241.875 55.875))"
14724,"POLYGON ((242.125 55.875, 242.125 56.125, 241.875 56.125, 241.875 55.875, 242.125 55.875))"
14725,"POLYGON ((242.375 55.875, 242.375 56.125, 242.125 56.125, 242.125 55.875, 242.375 55.875))"
14726,"POLYGON ((242.625 55.875, 242.625 56.125, 242.375 56.125, 242.375 55.875, 242.625 55.875))"
14727,"POLYGON ((242.875 55.875, 242.875 56.125, 242.625 56.125, 242.625 55.875, 242.875 55.875))"
14728,"POLYGON ((243.125 55.875, 243.125 56.125, 242.875 56.125, 242.875 55.875, 243.125 55.875))"
14729,"POLYGON ((243.375 55.875, 243.375 56.125, 243.125 56.125, 243.125 55.875, 243.375 55.875))"
14730,"POLYGON ((243.625 55.875, 243.625 56.125, 243.375 56.125, 243.375 55.875, 243.625 55.875))"
14731,"POLYGON ((243.875 55.875, 243.875 56.125, 243.625 56.125, 243.625 55.875, 243.875 55.875))"
14732,"POLYGON ((244.125 55.875, 244.125 56.125, 243.875 56.125, 243.875 55.875, 244.125 55.875))"
14733,"POLYGON ((244.375 55.875, 244.375 56.125, 244.125 56.125, 244.125 55.875, 244.375 55.875))"
14734,"POLYGON ((244.625 55.875, 244.625 56.125, 244.375 56.125, 244.375 55.875, 244.625 55.875))"
14735,"POLYGON ((244.875 55.875, 244.875 56.125, 244.625 56.125, 244.625 55.875, 244.875 55.875))"
14736,"POLYGON ((245.125 55.875, 245.125 56.125, 244.875 56.125, 244.875 55.875, 245.125 55.875))"
14737,"POLYGON ((245.375 55.875, 245.375 56.125, 245.125 56.125, 245.125 55.875, 245.375 55.875))"
14738,"POLYGON ((245.625 55.875, 245.625 56.125, 245.375 56.125, 245.375 55.875, 245.625 55.875))"
14739,"POLYGON ((245.875 55.875, 245.875 56.125, 245.625 56.125, 245.625 55.875, 245.875 55.875))"
14740,"POLYGON ((246.125 55.875, 246.125 56.125, 245.875 56.125, 245.875 55.875, 246.125 55.875))"
14741,"POLYGON ((246.375 55.875, 246.375 56.125, 246.125 56.125, 246.125 55.875, 246.375 55.875))"
14742,"POLYGON ((246.625 55.875, 246.625 56.125, 246.375 56.125, 246.375 55.875, 246.625 55.875))"
14743,"POLYGON ((246.875 55.875, 246.875 56.125, 246.625 56.125, 246.625 55.875, 246.875 55.875))"
14744,"POLYGON ((247.125 55.875, 247.125 56.125, 246.875 56.125, 246.875 55.875, 247.125 55.875))"
14745,"POLYGON ((247.375 55.875, 247.375 56.125, 247.125 56.125, 247.125 55.875, 247.375 55.875))"
14746,"POLYGON ((247.625 55.875, 247.625 56.125, 247.375 56.125, 247.375 55.875, 247.625 55.875))"
14747,"POLYGON ((247.875 55.875, 247.875 56.125, 247.625 56.125, 247.625 55.875, 247.875 55.875))"
14748,"POLYGON ((248.125 55.875, 248.125 56.125, 247.875 56.125, 247.875 55.875, 248.125 55.875))"
14749,"POLYGON ((248.375 55.875, 248.375 56.125, 248.125 56.125, 248.125 55.875, 248.375 55.875))"
14750,"POLYGON ((248.625 55.875, 248.625 56.125, 248.375 56.125, 248.375 55.875, 248.625 55.875))"
14751,"POLYGON ((248.875 55.875, 248.875 56.125, 248.625 56.125, 248.625 55.875, 248.875 55.875))"
14752,"POLYGON ((249.125 55.875, 249.125 56.125, 248.875 56.125, 248.875 55.875, 249.125 55.875))"
14753,"POLYGON ((249.375 55.875, 249.375 56.125, 249.125 56.125, 249.125 55.875, 249.375 55.875))"
14754,"POLYGON ((249.625 55.875, 249.625 56.125, 249.375 56.125, 249.375 55.875, 249.625 55.875))"
14755,"POLYGON ((249.875 55.875, 249.875 56.125, 249.625 56.125, 249.625 55.875, 249.875 55.875))"
14756,"POLYGON ((250.125 55.875, 250.125 56.125, 249.875 56.125, 249.875 55.875, 250.125 55.875))"
14757,"POLYGON ((250.375 55.875, 250.375 56.125, 250.125 56.125, 250.125 55.875, 250.375 55.875))"
14758,"POLYGON ((250.625 55.875, 250.625 56.125, 250.375 56.125, 250.375 55.875, 250.625 55.875))"
14759,"POLYGON ((250.875 55.875, 250.875 56.125, 250.625 56.125, 250.625 55.875, 250.875 55.875))"
14760,"POLYGON ((251.125 55.875, 251.125 56.125, 250.875 56.125, 250.875 55.875, 251.125 55.875))"
14761,"POLYGON ((251.375 55.875, 251.375 56.125, 251.125 56.125, 251.125 55.875, 251.375 55.875))"
14762,"POLYGON ((251.625 55.875, 251.625 56.125, 251.375 56.125, 251.375 55.875, 251.625 55.875))"
14763,"POLYGON ((251.875 55.875, 251.875 56.125, 251.625 56.125, 251.625 55.875, 251.875 55.875))"
14764,"POLYGON ((252.125 55.875, 252.125 56.125, 251.875 56.125, 251.875 55.875, 252.125 55.875))"
14765,"POLYGON ((252.375 55.875, 252.375 56.125, 252.125 56.125, 252.125 55.875, 252.375 55.875))"
14766,"POLYGON ((252.625 55.875, 252.625 56.125, 252.375 56.125, 252.375 55.875, 252.625 55.875))"
14767,"POLYGON ((252.875 55.875, 252.875 56.125, 252.625 56.125, 252.625 55.875, 252.875 55.875))"
14768,"POLYGON ((253.125 55.875, 253.125 56.125, 252.875 56.125, 252.875 55.875, 253.125 55.875))"
14769,"POLYGON ((253.375 55.875, 253.375 56.125, 253.125 56.125, 253.125 55.875, 253.375 55.875))"
14770,"POLYGON ((253.625 55.875, 253.625 56.125, 253.375 56.125, 253.375 55.875, 253.625 55.875))"
14771,"POLYGON ((253.875 55.875, 253.875 56.125, 253.625 56.125, 253.625 55.875, 253.875 55.875))"
14772,"POLYGON ((254.125 55.875, 254.125 56.125, 253.875 56.125, 253.875 55.875, 254.125 55.875))"
14773,"POLYGON ((254.375 55.875, 254.375 56.125, 254.125 56.125, 254.125 55.875, 254.375 55.875))"
14774,"POLYGON ((254.625 55.875, 254.625 56.125, 254.375 56.125, 254.375 55.875, 254.625 55.875))"
14775,"POLYGON ((254.875 55.875, 254.875 56.125, 254.625 56.125, 254.625 55.875, 254.875 55.875))"
14776,"POLYGON ((255.125 55.875, 255.125 56.125, 254.875 56.125, 254.875 55.875, 255.125 55.875))"
14777,"POLYGON ((255.375 55.875, 255.375 56.125, 255.125 56.125, 255.125 55.875, 255.375 55.875))"
14778,"POLYGON ((255.625 55.875, 255.625 56.125, 255.375 56.125, 255.375 55.875, 255.625 55.875))"
14779,"POLYGON ((255.875 55.875, 255.875 56.125, 255.625 56.125, 255.625 55.875, 255.875 55.875))"
14780,"POLYGON ((256.125 55.875, 256.125 56.125, 255.875 56.125, 255.875 55.875, 256.125 55.875))"
14781,"POLYGON ((256.375 55.875, 256.375 56.125, 256.125 56.125, 256.125 55.875, 256.375 55.875))"
14782,"POLYGON ((256.625 55.875, 256.625 56.125, 256.375 56.125, 256.375 55.875, 256.625 55.875))"
14783,"POLYGON ((256.875 55.875, 256.875 56.125, 256.625 56.125, 256.625 55.875, 256.875 55.875))"
14784,"POLYGON ((257.125 55.875, 257.125 56.125, 256.875 56.125, 256.875 55.875, 257.125 55.875))"
14785,"POLYGON ((257.375 55.875, 257.375 56.125, 257.125 56.125, 257.125 55.875, 257.375 55.875))"
14786,"POLYGON ((257.625 55.875, 257.625 56.125, 257.375 56.125, 257.375 55.875, 257.625 55.875))"
14787,"POLYGON ((257.875 55.875, 257.875 56.125, 257.625 56.125, 257.625 55.875, 257.875 55.875))"
14788,"POLYGON ((258.125 55.875, 258.125 56.125, 257.875 56.125, 257.875 55.875, 258.125 55.875))"
14789,"POLYGON ((258.375 55.875, 258.375 56.125, 258.125 56.125, 258.125 55.875, 258.375 55.875))"
14790,"POLYGON ((258.625 55.875, 258.625 56.125, 258.375 56.125, 258.375 55.875, 258.625 55.875))"
14791,"POLYGON ((258.875 55.875, 258.875 56.125, 258.625 56.125, 258.625 55.875, 258.875 55.875))"
14792,"POLYGON ((259.125 55.875, 259.125 56.125, 258.875 56.125, 258.875 55.875, 259.125 55.875))"
14793,"POLYGON ((259.375 55.875, 259.375 56.125, 259.125 56.125, 259.125 55.875, 259.375 55.875))"
14794,"POLYGON ((259.625 55.875, 259.625 56.125, 259.375 56.125, 259.375 55.875, 259.625 55.875))"
14795,"POLYGON ((259.875 55.875, 259.875 56.125, 259.625 56.125, 259.625 55.875, 259.875 55.875))"
14796,"POLYGON ((260.125 55.875, 260.125 56.125, 259.875 56.125, 259.875 55.875, 260.125 55.875))"
14797,"POLYGON ((260.375 55.875, 260.375 56.125, 260.125 56.125, 260.125 55.875, 260.375 55.875))"
14798,"POLYGON ((260.625 55.875, 260.625 56.125, 260.375 56.125, 260.375 55.875, 260.625 55.875))"
14799,"POLYGON ((260.875 55.875, 260.875 56.125, 260.625 56.125, 260.625 55.875, 260.875 55.875))"
14800,"POLYGON ((261.125 55.875, 261.125 56.125, 260.875 56.125, 260.875 55.875, 261.125 55.875))"
14801,"POLYGON ((171.125 56.125, 171.125 56.375, 170.875 56.375, 170.875 56.125, 171.125 56.125))"
14802,"POLYGON ((171.375 56.125, 171.375 56.375, 171.125 56.375, 171.125 56.125, 171.375 56.125))"
14803,"POLYGON ((171.625 56.125, 171.625 56.375, 171.375 56.375, 171.375 56.125, 171.625 56.125))"
14804,"POLYGON ((171.875 56.125, 171.875 56.375, 171.625 56.375, 171.625 56.125, 171.875 56.125))"
14805,"POLYGON ((172.125 56.125, 172.125 56.375, 171.875 56.375, 171.875 56.125, 172.125 56.125))"
14806,"POLYGON ((172.375 56.125, 172.375 56.375, 172.125 56.375, 172.125 56.125, 172.375 56.125))"
14807,"POLYGON ((172.625 56.125, 172.625 56.375, 172.375 56.375, 172.375 56.125, 172.625 56.125))"
14808,"POLYGON ((172.875 56.125, 172.875 56.375, 172.625 56.375, 172.625 56.125, 172.875 56.125))"
14809,"POLYGON ((173.125 56.125, 173.125 56.375, 172.875 56.375, 172.875 56.125, 173.125 56.125))"
14810,"POLYGON ((173.375 56.125, 173.375 56.375, 173.125 56.375, 173.125 56.125, 173.375 56.125))"
14811,"POLYGON ((173.625 56.125, 173.625 56.375, 173.375 56.375, 173.375 56.125, 173.625 56.125))"
14812,"POLYGON ((173.875 56.125, 173.875 56.375, 173.625 56.375, 173.625 56.125, 173.875 56.125))"
14813,"POLYGON ((174.125 56.125, 174.125 56.375, 173.875 56.375, 173.875 56.125, 174.125 56.125))"
14814,"POLYGON ((174.375 56.125, 174.375 56.375, 174.125 56.375, 174.125 56.125, 174.375 56.125))"
14815,"POLYGON ((174.625 56.125, 174.625 56.375, 174.375 56.375, 174.375 56.125, 174.625 56.125))"
14816,"POLYGON ((174.875 56.125, 174.875 56.375, 174.625 56.375, 174.625 56.125, 174.875 56.125))"
14817,"POLYGON ((175.125 56.125, 175.125 56.375, 174.875 56.375, 174.875 56.125, 175.125 56.125))"
14818,"POLYGON ((175.375 56.125, 175.375 56.375, 175.125 56.375, 175.125 56.125, 175.375 56.125))"
14819,"POLYGON ((175.625 56.125, 175.625 56.375, 175.375 56.375, 175.375 56.125, 175.625 56.125))"
14820,"POLYGON ((175.875 56.125, 175.875 56.375, 175.625 56.375, 175.625 56.125, 175.875 56.125))"
14821,"POLYGON ((176.125 56.125, 176.125 56.375, 175.875 56.375, 175.875 56.125, 176.125 56.125))"
14822,"POLYGON ((176.375 56.125, 176.375 56.375, 176.125 56.375, 176.125 56.125, 176.375 56.125))"
14823,"POLYGON ((176.625 56.125, 176.625 56.375, 176.375 56.375, 176.375 56.125, 176.625 56.125))"
14824,"POLYGON ((176.875 56.125, 176.875 56.375, 176.625 56.375, 176.625 56.125, 176.875 56.125))"
14825,"POLYGON ((177.125 56.125, 177.125 56.375, 176.875 56.375, 176.875 56.125, 177.125 56.125))"
14826,"POLYGON ((177.375 56.125, 177.375 56.375, 177.125 56.375, 177.125 56.125, 177.375 56.125))"
14827,"POLYGON ((177.625 56.125, 177.625 56.375, 177.375 56.375, 177.375 56.125, 177.625 56.125))"
14828,"POLYGON ((177.875 56.125, 177.875 56.375, 177.625 56.375, 177.625 56.125, 177.875 56.125))"
14829,"POLYGON ((178.125 56.125, 178.125 56.375, 177.875 56.375, 177.875 56.125, 178.125 56.125))"
14830,"POLYGON ((178.375 56.125, 178.375 56.375, 178.125 56.375, 178.125 56.125, 178.375 56.125))"
14831,"POLYGON ((178.625 56.125, 178.625 56.375, 178.375 56.375, 178.375 56.125, 178.625 56.125))"
